user_id,item_id,rating,purchased
30,131,2.0,0
30,234,2.7,0
30,175,4.8,1
30,233,4.4,1
30,124,2.6,0
30,6,3.2,0
30,413,2.9,0
31,230,3.9,1
31,465,2.8,0
31,439,5.0,1
31,62,4.4,1
31,368,2.2,0
31,248,5.0,1
31,401,5.0,1
31,48,4.0,1
31,135,1.6,0
31,384,5.0,1
31,239,3.9,1
31,298,3.0,0
31,500,2.2,0
31,261,3.2,0
31,121,3.0,0
32,331,3.1,0
32,103,1.5,0
32,206,4.9,1
32,351,4.1,1
32,67,2.3,0
32,126,3.4,0
32,16,5.0,1
32,49,1.6,0
32,463,2.3,0
32,90,4.0,1
33,46,4.5,1
33,328,3.4,0
33,418,4.9,1
33,405,3.8,1
33,396,2.9,0
33,320,1.9,0
33,109,1.8,0
33,128,4.6,1
33,212,4.9,1
33,54,2.1,0
33,447,4.3,1
33,292,3.5,1
33,259,4.6,1
33,111,3.3,0
33,24,2.8,0
33,243,2.7,0
33,49,1.9,0
33,487,1.2,0
33,333,4.8,1
33,144,3.6,1
34,409,2.9,0
34,362,2.9,0
34,247,4.2,1
34,198,3.2,0
34,334,1.6,0
34,479,3.2,0
34,189,1.1,0
34,468,1.6,0
34,400,2.2,0
34,221,3.9,1
34,307,2.9,0
34,254,4.2,1
34,73,1.9,0
34,83,2.4,0
35,111,2.2,0
35,435,2.4,0
35,334,5.0,1
35,296,1.7,0
35,395,3.3,0
35,285,3.1,0
35,212,5.0,1
35,163,5.0,1
35,378,4.8,1
35,291,5.0,1
35,179,1.4,0
35,487,2.7,0
35,462,1.1,0
35,448,4.5,1
35,275,4.1,1
35,95,5.0,1
35,453,2.2,0
36,14,3.8,1
36,338,3.9,1
36,443,3.7,1
36,210,3.1,0
36,92,2.0,0
36,141,4.5,1
36,452,2.7,0
36,65,3.4,0
36,304,2.6,0
36,180,3.0,0
36,429,2.0,0
36,347,1.9,0
36,414,4.3,1
36,146,2.1,0
37,99,4.8,1
37,174,5.0,1
37,186,1.8,0
37,421,2.5,0
37,148,3.8,1
37,249,3.6,1
37,335,3.5,1
37,84,2.0,0
37,393,3.0,0
37,15,3.9,1
37,194,2.9,0
37,340,4.9,1
37,456,3.0,0
38,338,4.2,1
38,494,1.6,0
38,421,5.0,1
38,361,4.1,1
38,295,2.2,0
38,378,3.1,0
38,377,4.1,1
38,406,3.9,1
38,39,2.1,0
38,349,5.0,1
38,439,1.5,0
39,351,1.8,0
39,207,3.0,0
39,218,4.3,1
39,55,4.4,1
39,68,2.7,0
39,335,2.5,0
39,411,3.4,0
39,435,3.6,1
39,76,1.3,0
39,461,4.5,1
39,83,1.7,0
39,366,4.0,1
39,151,1.9,0
40,203,5.0,1
40,96,2.4,0
40,336,4.9,1
40,355,5.0,1
40,107,3.8,1
40,44,4.9,1
40,147,5.0,1
40,117,2.9,0
40,260,1.1,0
40,330,2.3,0
40,486,2.8,0
40,418,2.2,0
40,204,3.5,1
40,227,1.9,0
40,183,2.0,0
40,327,3.4,0
41,485,5.0,1
41,462,2.3,0
41,14,5.0,1
41,364,3.5,1
41,54,3.0,0
41,458,4.1,1
41,339,4.5,1
41,476,2.4,0
41,65,4.3,1
41,362,3.6,1
41,350,4.1,1
41,50,3.0,0
41,165,2.3,0
41,78,1.7,0
41,487,4.0,1
41,397,4.8,1
41,272,4.1,1
42,393,5.0,1
42,352,3.5,1
42,25,2.4,0
42,280,3.6,1
42,337,4.4,1
42,203,4.0,1
42,246,2.8,0
42,445,2.1,0
42,4,5.0,1
42,438,4.2,1
42,225,1.6,0
42,493,2.9,0
42,78,4.7,1
42,285,1.6,0
42,38,3.3,0
42,323,2.0,0
42,152,3.3,0
42,417,5.0,1
42,336,2.4,0
42,463,1.9,0
42,24,3.4,0
43,453,2.6,0
43,362,3.6,1
43,24,3.0,0
43,153,1.5,0
43,95,1.0,0
44,368,4.9,1
44,411,4.8,1
44,308,1.6,0
44,269,5.0,1
44,38,3.8,1
44,420,3.6,1
44,28,1.2,0
44,360,3.5,1
44,132,1.7,0
44,286,3.3,0
45,14,2.3,0
45,436,3.9,1
45,66,1.5,0
45,425,1.9,0
45,149,3.7,1
45,19,3.8,1
45,33,3.1,0
45,37,5.0,1
45,254,3.6,1
45,165,3.4,0
45,341,4.3,1
45,226,1.7,0
45,363,3.1,0
45,449,5.0,1
46,478,3.2,0
46,394,4.3,1
46,231,2.7,0
46,36,3.3,0
46,205,2.6,0
46,397,3.0,0
46,47,4.6,1
46,46,4.3,1
46,489,4.0,1
46,175,3.2,0
46,296,4.7,1
46,249,3.6,1
46,449,3.1,0
46,236,3.8,1
46,422,5.0,1
46,184,1.8,0
46,391,5.0,1
46,235,3.4,0
47,112,2.9,0
47,244,4.8,1
47,243,4.7,1
47,451,5.0,1
47,445,4.9,1
47,348,3.6,1
47,192,2.3,0
47,318,1.2,0
47,207,5.0,1
47,416,3.4,0
47,108,3.4,0
47,33,5.0,1
47,296,2.9,0
47,186,5.0,1
47,89,1.8,0
47,56,4.1,1
47,60,5.0,1
47,2,3.5,1
48,468,5.0,1
48,208,4.8,1
48,95,1.6,0
48,301,4.8,1
48,431,3.2,0
49,287,1.8,0
49,349,1.0,0
49,492,4.8,1
49,374,4.7,1
49,364,5.0,1
49,346,2.6,0
49,111,1.3,0
49,87,2.8,0
49,289,4.2,1
49,122,3.9,1
49,6,4.0,1
49,445,2.8,0
49,223,4.2,1
49,100,1.4,0
50,248,4.4,1
50,6,5.0,1
50,267,1.9,0
50,38,3.1,0
50,482,5.0,1
50,176,2.7,0
50,305,5.0,1
50,149,2.8,0
50,489,2.0,0
50,244,4.4,1
50,256,2.4,0
50,394,2.3,0
50,71,1.8,0
51,132,4.2,1
51,348,1.1,0
51,297,2.2,0
51,310,2.9,0
51,386,3.3,0
51,185,4.2,1
51,106,4.7,1
51,79,1.1,0
51,195,1.4,0
51,266,5.0,1
51,260,4.5,1
51,34,2.0,0
51,269,5.0,1
51,48,2.6,0
51,126,2.1,0
51,110,2.9,0
51,395,1.3,0
51,88,3.3,0
52,302,3.2,0
52,88,3.3,0
52,54,2.7,0
52,445,3.6,1
52,347,2.9,0
52,300,3.1,0
52,125,1.2,0
52,48,2.9,0
52,481,5.0,1
52,388,4.5,1
52,89,4.1,1
52,476,2.4,0
52,427,1.8,0
52,146,4.9,1
52,465,4.4,1
52,29,3.6,1
53,414,2.5,0
53,440,3.3,0
53,418,3.2,0
53,188,2.9,0
53,47,1.3,0
53,102,4.7,1
53,490,2.0,0
53,497,4.3,1
53,195,2.9,0
53,289,5.0,1
53,427,4.1,1
54,109,2.9,0
54,469,3.9,1
54,355,3.2,0
54,179,3.3,0
54,43,1.1,0
54,402,4.4,1
54,235,3.5,1
54,228,2.1,0
54,388,4.9,1
54,52,2.4,0
54,169,3.2,0
54,136,3.9,1
54,280,1.3,0
55,18,2.9,0
55,94,2.2,0
55,281,2.0,0
55,127,4.5,1
55,412,2.9,0
55,449,1.7,0
55,114,4.2,1
55,99,4.4,1
55,10,3.2,0
55,473,3.9,1
55,14,4.1,1
55,339,4.0,1
55,328,4.4,1
55,395,1.4,0
56,453,4.6,1
56,351,5.0,1
56,135,4.4,1
56,27,1.7,0
56,148,3.5,1
56,267,5.0,1
56,403,1.8,0
56,300,4.8,1
56,420,4.0,1
56,474,4.5,1
56,119,3.9,1
56,10,3.5,1
56,290,2.8,0
56,364,3.4,0
56,140,3.2,0
56,94,4.6,1
56,446,4.0,1
56,195,2.5,0
57,295,4.4,1
57,291,4.4,1
57,137,4.5,1
57,129,1.6,0
57,7,1.4,0
57,442,2.2,0
57,396,3.9,1
57,353,4.6,1
57,361,2.2,0
57,458,1.9,0
57,398,2.8,0
57,496,1.5,0
57,4,2.8,0
57,244,3.2,0
57,133,3.0,0
57,81,4.7,1
58,331,2.4,0
58,1,4.0,1
58,203,3.1,0
58,95,2.4,0
58,354,2.7,0
58,280,4.2,1
58,339,4.1,1
58,156,3.4,0
58,410,4.7,1
58,170,2.7,0
58,340,3.4,0
59,440,3.3,0
59,144,3.5,1
59,45,4.5,1
59,68,3.7,1
59,490,5.0,1
59,24,2.1,0
59,7,4.4,1
59,474,3.4,0
59,104,2.5,0
59,136,4.5,1
59,379,5.0,1
60,80,4.1,1
60,311,3.6,1
60,349,4.2,1
60,415,5.0,1
60,36,2.6,0
60,222,3.3,0
60,330,2.2,0
60,28,5.0,1
60,8,4.8,1
60,369,5.0,1
60,346,3.9,1
61,53,2.4,0
61,104,3.9,1
61,429,2.7,0
61,331,3.7,1
61,254,2.5,0
61,413,3.1,0
61,141,4.5,1
61,31,2.8,0
61,189,4.4,1
61,402,3.4,0
61,339,5.0,1
61,435,1.9,0
61,488,4.9,1
61,310,3.5,1
61,11,3.3,0
61,201,1.3,0
61,433,5.0,1
62,23,2.5,0
62,229,4.8,1
62,297,1.6,0
62,170,1.5,0
62,455,5.0,1
62,101,4.9,1
62,480,1.2,0
62,499,1.9,0
62,493,5.0,1
62,433,3.4,0
62,36,1.7,0
62,228,4.6,1
62,186,3.6,1
63,358,3.8,1
63,299,1.0,0
63,86,4.8,1
63,260,2.5,0
63,419,1.4,0
63,132,3.2,0
63,266,5.0,1
63,274,2.5,0
63,347,3.0,0
63,269,2.3,0
63,116,2.1,0
63,144,1.5,0
63,254,4.7,1
63,258,3.2,0
63,70,2.5,0
64,268,2.0,0
64,8,4.2,1
64,197,2.3,0
64,48,1.7,0
64,394,4.2,1
64,273,4.6,1
64,386,4.7,1
64,47,3.7,1
64,43,4.0,1
64,319,4.5,1
64,224,1.3,0
65,218,5.0,1
65,298,5.0,1
65,225,4.6,1
65,405,2.4,0
65,36,2.8,0
65,25,2.9,0
65,286,5.0,1
65,149,1.9,0
65,382,3.2,0
65,177,4.1,1
65,393,4.8,1
65,357,2.2,0
65,332,3.9,1
65,477,2.7,0
66,414,4.4,1
66,386,2.5,0
66,165,3.9,1
66,244,3.7,1
66,140,4.5,1
66,318,2.8,0
66,443,2.4,0
66,217,4.0,1
66,273,3.8,1
66,80,4.7,1
66,417,5.0,1
66,283,4.2,1
66,308,2.6,0
66,264,1.8,0
66,201,4.4,1
66,102,2.6,0
66,358,4.2,1
66,313,3.7,1
66,460,4.9,1
67,277,4.1,1
67,22,1.2,0
67,74,4.3,1
67,319,1.2,0
67,310,5.0,1
67,498,2.5,0
67,27,4.5,1
67,97,4.5,1
67,348,1.1,0
67,490,4.0,1
68,443,3.3,0
68,436,4.3,1
68,114,2.9,0
68,498,1.4,0
68,132,2.4,0
68,269,4.0,1
68,353,5.0,1
68,426,1.0,0
68,334,2.7,0
68,220,5.0,1
68,202,2.1,0
68,398,1.4,0
68,305,2.1,0
68,266,2.2,0
68,331,1.6,0
68,185,5.0,1
68,284,5.0,1
68,296,5.0,1
68,39,3.1,0
68,24,5.0,1
69,75,5.0,1
69,352,4.1,1
69,300,4.8,1
69,111,1.6,0
69,472,2.8,0
69,446,3.0,0
69,21,4.1,1
69,477,1.6,0
69,402,3.5,1
69,71,2.5,0
69,483,5.0,1
69,241,5.0,1
69,494,2.9,0
69,380,2.5,0
69,254,1.5,0
69,329,4.8,1
70,219,2.4,0
70,397,1.9,0
70,350,3.0,0
70,417,2.7,0
70,287,3.0,0
70,393,2.1,0
70,378,1.9,0
70,362,1.3,0
70,248,3.5,1
70,475,3.0,0
70,168,3.8,1
70,450,4.6,1
71,329,5.0,1
71,119,3.5,1
71,94,3.2,0
71,213,3.2,0
71,261,3.8,1
71,498,3.7,1
71,468,1.8,0
71,494,4.4,1
71,497,2.2,0
71,486,1.9,0
71,118,5.0,1
72,70,4.0,1
72,163,1.4,0
72,474,3.5,1
72,439,1.3,0
72,376,2.1,0
72,16,1.2,0
72,406,1.8,0
72,434,1.7,0
72,40,4.8,1
72,387,4.7,1
72,27,5.0,1
73,446,2.2,0
73,132,4.9,1
73,294,1.7,0
73,298,3.0,0
73,343,4.5,1
73,334,4.9,1
73,93,4.1,1
73,5,4.4,1
73,337,3.3,0
73,3,3.9,1
73,247,4.0,1
73,64,4.3,1
73,197,5.0,1
73,253,3.4,0
73,239,5.0,1
73,225,4.4,1
73,243,3.6,1
73,415,1.7,0
73,100,2.8,0
73,435,1.8,0
73,113,4.6,1
74,431,1.9,0
74,210,5.0,1
74,154,5.0,1
74,436,3.5,1
74,305,4.9,1
74,247,3.5,1
74,159,4.8,1
74,457,4.6,1
74,195,2.3,0
74,192,1.3,0
75,474,3.1,0
75,270,2.6,0
75,27,1.3,0
75,369,4.2,1
75,272,2.8,0
75,243,3.7,1
75,21,3.9,1
75,364,2.7,0
75,20,4.4,1
75,491,3.9,1
75,38,2.1,0
75,120,3.4,0
75,447,3.3,0
75,412,2.5,0
75,180,3.9,1
75,33,1.7,0
75,194,3.0,0
75,462,1.5,0
75,163,4.8,1
75,249,4.6,1
75,195,4.0,1
76,412,2.2,0
76,305,4.6,1
76,323,1.2,0
76,261,2.2,0
76,390,3.0,0
76,281,5.0,1
76,270,3.3,0
76,150,4.8,1
76,230,3.1,0
76,246,3.2,0
76,413,4.6,1
76,483,5.0,1
76,414,1.6,0
76,398,5.0,1
76,7,4.8,1
77,490,4.0,1
77,492,4.1,1
77,440,1.2,0
77,323,4.3,1
77,25,3.8,1
77,34,4.8,1
77,353,3.9,1
77,283,3.3,0
77,294,4.7,1
77,327,2.9,0
77,20,5.0,1
77,416,5.0,1
77,261,1.8,0
77,420,2.5,0
77,309,4.5,1
77,165,2.7,0
77,317,3.2,0
77,49,4.5,1
77,496,2.1,0
77,271,4.9,1
77,28,5.0,1
78,64,3.4,0
78,263,1.6,0
78,447,1.5,0
78,221,2.4,0
78,60,5.0,1
78,219,5.0,1
78,408,2.6,0
78,332,4.0,1
78,129,1.8,0
78,289,2.6,0
78,393,3.1,0
78,198,1.4,0
78,42,4.1,1
78,475,4.8,1
79,377,4.2,1
79,428,2.6,0
79,409,5.0,1
79,183,2.7,0
79,354,1.8,0
79,450,4.8,1
79,242,1.6,0
79,23,1.7,0
79,126,4.7,1
79,137,2.4,0
79,156,5.0,1
79,65,2.6,0
79,420,2.3,0
79,68,2.2,0
79,307,3.8,1
80,473,5.0,1
80,394,4.7,1
80,327,4.4,1
80,468,1.9,0
80,172,2.2,0
80,145,2.4,0
80,33,2.6,0
80,183,2.9,0
80,189,4.4,1
80,274,5.0,1
80,350,2.7,0
80,423,1.8,0
80,384,3.9,1
80,420,2.4,0
81,279,1.7,0
81,106,2.2,0
81,34,4.5,1
81,132,3.9,1
81,342,2.7,0
81,358,4.9,1
81,439,5.0,1
81,234,4.4,1
81,126,2.2,0
81,125,1.8,0
81,90,5.0,1
81,373,4.8,1
82,8,3.4,0
82,170,4.4,1
82,400,2.0,0
82,362,2.6,0
82,175,4.9,1
82,272,4.1,1
82,436,3.2,0
82,57,2.8,0
82,228,4.2,1
82,293,1.6,0
82,77,1.8,0
82,66,4.5,1
82,390,2.5,0
82,76,3.6,1
82,308,4.4,1
82,414,3.8,1
82,406,5.0,1
82,303,2.9,0
83,35,4.5,1
83,139,1.9,0
83,309,3.4,0
83,394,1.2,0
83,108,4.6,1
83,15,2.0,0
83,442,1.8,0
83,434,4.2,1
83,271,2.6,0
83,358,1.7,0
83,4,4.3,1
83,343,4.2,1
83,399,5.0,1
83,272,2.8,0
83,17,3.5,1
83,286,4.4,1
83,368,3.7,1
84,164,4.9,1
84,60,2.7,0
84,32,4.2,1
84,144,3.3,0
84,250,2.2,0
84,197,4.2,1
84,51,1.7,0
84,284,2.5,0
84,31,3.7,1
84,419,1.9,0
84,405,2.4,0
84,189,4.9,1
84,89,4.8,1
84,259,3.8,1
84,309,4.2,1
84,473,5.0,1
85,367,3.4,0
85,202,4.6,1
85,96,5.0,1
85,403,1.8,0
85,160,3.1,0
85,438,2.6,0
85,485,1.7,0
85,372,1.7,0
85,212,1.6,0
85,37,2.7,0
85,139,2.4,0
85,176,2.0,0
85,208,5.0,1
86,278,5.0,1
86,489,1.6,0
86,500,5.0,1
86,93,2.9,0
86,226,3.6,1
86,388,3.1,0
86,171,2.4,0
86,123,3.6,1
87,111,3.6,1
87,281,4.2,1
87,374,2.4,0
87,424,2.7,0
87,142,1.7,0
87,29,2.9,0
87,476,2.3,0
87,259,4.8,1
87,25,2.5,0
87,26,3.0,0
87,336,2.2,0
87,139,4.8,1
88,66,5.0,1
88,358,1.4,0
88,340,1.1,0
88,462,3.4,0
88,114,4.6,1
88,376,4.3,1
88,59,3.9,1
88,208,2.4,0
88,27,5.0,1
88,414,3.2,0
88,440,2.5,0
88,13,4.5,1
88,107,3.6,1
88,425,1.0,0
88,409,3.4,0
89,242,3.6,1
89,219,5.0,1
89,336,3.7,1
89,162,2.7,0
89,196,4.2,1
89,283,3.3,0
89,356,2.3,0
89,334,4.7,1
89,299,1.7,0
89,256,4.1,1
89,465,1.7,0
89,287,4.2,1
89,203,4.7,1
90,467,2.9,0
90,64,3.7,1
90,4,5.0,1
90,312,1.3,0
90,93,4.9,1
90,402,3.1,0
90,52,2.3,0
90,6,2.2,0
90,56,1.7,0
90,323,2.5,0
90,89,3.8,1
90,61,4.8,1
91,65,4.6,1
91,198,4.3,1
91,261,2.5,0
91,462,1.1,0
91,369,2.5,0
91,84,5.0,1
91,409,2.1,0
91,385,4.9,1
91,211,5.0,1
91,345,3.5,1
91,96,2.1,0
91,405,2.8,0
91,205,5.0,1
91,372,2.9,0
91,275,2.3,0
91,376,3.3,0
91,375,1.7,0
91,475,2.0,0
92,475,4.4,1
92,465,5.0,1
92,17,5.0,1
92,128,5.0,1
92,290,4.1,1
92,171,2.9,0
92,121,1.9,0
92,202,3.2,0
92,442,5.0,1
92,91,5.0,1
92,137,4.5,1
92,291,1.3,0
92,449,2.1,0
92,163,5.0,1
92,28,1.7,0
92,113,2.5,0
93,457,1.3,0
93,299,1.1,0
93,470,3.1,0
93,109,4.5,1
93,218,4.3,1
93,465,4.9,1
93,84,4.6,1
93,66,4.7,1
93,21,2.0,0
93,125,4.9,1
93,330,4.9,1
93,14,1.3,0
93,232,2.0,0
93,235,5.0,1
93,157,2.7,0
93,45,2.9,0
93,160,2.3,0
94,403,2.0,0
94,205,3.7,1
94,149,3.6,1
94,364,3.2,0
94,268,5.0,1
94,499,5.0,1
94,348,2.9,0
94,60,2.9,0
94,473,5.0,1
94,359,3.6,1
94,461,2.3,0
95,117,4.3,1
95,195,4.0,1
95,332,2.9,0
